,Locality,Year,FIPS Code,Source,Type,Case Count Display,Rate,VDH Health District,VDH Health District Case Count Display,VDH Health District Case Rate,VDH Health Region,VDH Health Region Case Count Display,VDH Health Region Case Rate,Virginia Hospital & Healthcare Preparedness Region,Virginia Hospital & Healthcare Preparedness Region Case Count Display,Virginia Hospital & Healthcare Preparedness Region Case Rate,Virginia Department of Emergency Management Region,Virginia Department of Emergency Management Region Case Count Display,Virginia Department of Emergency Management Region Case Rate,Community Service Board,Community Service Board Case Count Display,Community Service Board Case Rate,Virginia State Police Division,Virginia State Police Division Case Count Display,Virginia State Police Division Case Rate,Virginia State,Virginia State Case Count Display,Virginia State Case Rate,X__2
745,Dinwiddie,2011,51053,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,3.6,Crater,NA,1.3,Central,44,3.2,Central,44,3.2,Richmond,44,3.5,District 19 Community Services Board,NA,1.2,VSP Division 1,44,3.3,Virginia State,153,1.9,28033
755,Dinwiddie,2011,51053,ED,ED Heroin Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,28033
762,Essex,2011,51057,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,46,2.5,Eastern,46,2.5,Richmond,44,3.5,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,44,3.3,Virginia State,153,1.9,11083
777,Essex,2011,51057,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,7,4.9,Eastern,89,4.9,Eastern,89,4.9,Richmond,63,5,Middle Peninsula-Northern Neck Community Services Board,7,4.9,VSP Division 1,69,5.1,Virginia State,496,6,11083
779,Essex,2011,51057,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,11083
781,Essex,2011,51057,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,11083
792,Fairfax,2011,51059,ED,ED Opioid Overdose,0,0,Fairfax,0,0,Northern,0,0,Northern,0,0,Northern Virginia,0,0,Fairfax- Falls Church Community Services Board,0,0,VSP Division 7,0,0,Virginia State,0,0,1142004
801,Fairfax,2011,51059,OD Death,Fatal Fentanyl and/or Heroin Overdose,9,0.8,Fairfax,9,0.8,Northern,21,0.9,Northern,23,0.9,Northern Virginia,21,0.9,Fairfax- Falls Church Community Services Board,9,0.8,VSP Division 7,21,0.9,Virginia State,153,1.9,1142004
808,Fairfax,2011,51059,ED,ED Heroin Overdose,0,0,Fairfax,0,0,Northern,0,0,Northern,0,0,Northern Virginia,0,0,Fairfax- Falls Church Community Services Board,0,0,VSP Division 7,0,0,Virginia State,0,0,1142004
811,Fairfax,2011,51059,OD Death,Fatal Prescription Opioid Overdose,31,2.8,Fairfax,32,2.8,Northern,83,3.6,Northern,105,3.9,Northern Virginia,85,3.5,Fairfax- Falls Church Community Services Board,32,2.8,VSP Division 7,83,3.6,Virginia State,496,6,1142004
818,Fauquier,2011,51061,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Rappahannock Rapidan,NA,1.8,Northwest,23,1.8,Northern,23,0.9,Culpeper,17,2.6,Rappahannock-Rapidan Community Services Board,NA,1.8,VSP Division 2,18,2.2,Virginia State,153,1.9,68406
822,Fauquier,2011,51061,ED,ED Heroin Overdose,0,0,Rappahannock Rapidan,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock-Rapidan Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,68406
831,Fauquier,2011,51061,OD Death,Fatal Prescription Opioid Overdose,7,10.6,Rappahannock Rapidan,18,10.7,Northwest,85,6.8,Northern,105,3.9,Culpeper,62,9.6,Rappahannock-Rapidan Community Services Board,18,10.7,VSP Division 2,64,8,Virginia State,496,6,68406
837,Fauquier,2011,51061,ED,ED Opioid Overdose,0,0,Rappahannock Rapidan,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock-Rapidan Community Services Board,0,0,VSP Division 2,0,0,Virginia State,0,0,68406
842,Floyd,2011,51063,ED,ED Heroin Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,New River Valley Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,15594
849,Floyd,2011,51063,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,6.5,New River,NA,2.2,Southwest,17,1.3,Near Southwest,13,1.3,Roanoke Area,12,1.6,New River Valley Community Services,NA,2.2,VSP Division 6,12,1.6,Virginia State,153,1.9,15594
857,Floyd,2011,51063,OD Death,Fatal Prescription Opioid Overdose,0,0,New River,20,11.2,Southwest,163,12,Near Southwest,71,7.2,Roanoke Area,56,7.5,New River Valley Community Services,20,11.2,VSP Division 6,57,7.4,Virginia State,496,6,15594
860,Floyd,2011,51063,ED,ED Opioid Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,New River Valley Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,15594
873,Fluvanna,2011,51065,ED,ED Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Central Virginia,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,26109
874,Fluvanna,2011,51065,ED,ED Opioid Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Central Virginia,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,26109
877,Fluvanna,2011,51065,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,23,1.8,Northwest,21,2.5,Central Virginia,5,0.7,Region Ten Community Services Board,0,0,VSP Division 3,NA,0.5,Virginia State,153,1.9,26109
880,Fluvanna,2011,51065,OD Death,Fatal Prescription Opioid Overdose,0,0,Thomas Jefferson,NA,1.7,Northwest,85,6.8,Northwest,63,7.4,Central Virginia,27,3.6,Region Ten Community Services Board,NA,1.7,VSP Division 3,23,3.6,Virginia State,496,6,26109
899,Frederick,2011,51069,ED,ED Opioid Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,83784
907,Frederick,2011,51069,OD Death,Fatal Prescription Opioid Overdose,7,8.8,Lord Fairfax,29,12.9,Northwest,85,6.8,Northwest,63,7.4,Culpeper,62,9.6,Northwestern Community Services,29,12.9,VSP Division 2,64,8,Virginia State,496,6,83784
910,Frederick,2011,51069,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,6.3,Lord Fairfax,12,5.3,Northwest,23,1.8,Northwest,21,2.5,Culpeper,17,2.6,Northwestern Community Services,12,5.3,VSP Division 2,18,2.2,Virginia State,153,1.9,83784
923,Frederick,2011,51069,ED,ED Heroin Overdose,0,0,Lord Fairfax,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Northwestern Community Services,0,0,VSP Division 2,0,0,Virginia State,0,0,83784
927,Giles,2011,51071,ED,ED Opioid Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Southwest,0,0,New River Valley Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,16867
933,Giles,2011,51071,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,New River,NA,2.2,Southwest,17,1.3,Near Southwest,13,1.3,Southwest,6,1.3,New River Valley Community Services,NA,2.2,VSP Division 4,6,1.3,Virginia State,153,1.9,16867
947,Giles,2011,51071,OD Death,Fatal Prescription Opioid Overdose,NA,11.7,New River,20,11.2,Southwest,163,12,Near Southwest,71,7.2,Southwest,105,22.4,New River Valley Community Services,20,11.2,VSP Division 4,104,23,Virginia State,496,6,16867
951,Giles,2011,51071,ED,ED Heroin Overdose,0,0,New River,0,0,Southwest,0,0,Near Southwest,0,0,Southwest,0,0,New River Valley Community Services,0,0,VSP Division 4,0,0,Virginia State,0,0,16867
954,Gloucester,2011,51073,OD Death,Fatal Prescription Opioid Overdose,NA,5.4,Three Rivers,7,4.9,Eastern,89,4.9,Eastern,89,4.9,Tidewater,88,4.9,Middle Peninsula-Northern Neck Community Services Board,7,4.9,VSP Division 5,86,4.8,Virginia State,496,6,37035
958,Gloucester,2011,51073,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,2.7,Three Rivers,NA,0.7,Eastern,46,2.5,Eastern,46,2.5,Tidewater,46,2.6,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 5,47,2.6,Virginia State,153,1.9,37035
975,Gloucester,2011,51073,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,37035
978,Gloucester,2011,51073,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,37035
997,Goochland,2011,51075,ED,ED Heroin Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Goochland-Powhatan Community Services,0,0,VSP Division 1,0,0,Virginia State,0,0,22148
1002,Goochland,2011,51075,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,4.6,Chickahominy,6,4,Central,44,3.2,Central,44,3.2,Richmond,44,3.5,Goochland-Powhatan Community Services,NA,2,VSP Division 1,44,3.3,Virginia State,153,1.9,22148
1006,Goochland,2011,51075,OD Death,Fatal Prescription Opioid Overdose,NA,4.6,Chickahominy,7,4.7,Central,66,4.8,Central,66,4.8,Richmond,63,5,Goochland-Powhatan Community Services,NA,8,VSP Division 1,69,5.1,Virginia State,496,6,22148
1007,Goochland,2011,51075,ED,ED Opioid Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Goochland-Powhatan Community Services,0,0,VSP Division 1,0,0,Virginia State,0,0,22148
1015,Grayson,2011,51077,ED,ED Opioid Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,15708
1022,Grayson,2011,51077,ED,ED Heroin Overdose,0,0,Mount Rogers,0,0,Southwest,0,0,Far Southwest,0,0,Southwest,0,0,Mount Rogers Community Services Board,0,0,VSP Division 4,0,0,Virginia State,0,0,15708
1026,Grayson,2011,51077,OD Death,Fatal Prescription Opioid Overdose,NA,13,Mount Rogers,30,15.6,Southwest,163,12,Far Southwest,92,24.9,Southwest,105,22.4,Mount Rogers Community Services Board,16,13.3,VSP Division 4,104,23,Virginia State,496,6,15708
1033,Grayson,2011,51077,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Mount Rogers,NA,0.5,Southwest,17,1.3,Far Southwest,NA,1.1,Southwest,6,1.3,Mount Rogers Community Services Board,NA,0.8,VSP Division 4,6,1.3,Virginia State,153,1.9,15708
1044,Greene,2011,51079,ED,ED Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,19213
1047,Greene,2011,51079,OD Death,Fatal Prescription Opioid Overdose,NA,5.4,Thomas Jefferson,NA,1.7,Northwest,85,6.8,Northwest,63,7.4,Culpeper,62,9.6,Region Ten Community Services Board,NA,1.7,VSP Division 3,23,3.6,Virginia State,496,6,19213
1051,Greene,2011,51079,ED,ED Opioid Overdose,0,0,Thomas Jefferson,0,0,Northwest,0,0,Northwest,0,0,Culpeper,0,0,Region Ten Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,19213
1057,Greene,2011,51079,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Thomas Jefferson,0,0,Northwest,23,1.8,Northwest,21,2.5,Culpeper,17,2.6,Region Ten Community Services Board,0,0,VSP Division 3,NA,0.5,Virginia State,153,1.9,19213
1073,Greensville,2011,51081,ED,ED Heroin Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11606
1081,Greensville,2011,51081,ED,ED Opioid Overdose,0,0,Crater,0,0,Central,0,0,Central,0,0,Richmond,0,0,District 19 Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,11606
1086,Greensville,2011,51081,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Crater,NA,1.3,Central,44,3.2,Central,44,3.2,Richmond,44,3.5,District 19 Community Services Board,NA,1.2,VSP Division 5,47,2.6,Virginia State,153,1.9,11606
1091,Greensville,2011,51081,OD Death,Fatal Prescription Opioid Overdose,0,0,Crater,NA,1.9,Central,66,4.8,Central,66,4.8,Richmond,63,5,District 19 Community Services Board,5,2.9,VSP Division 5,86,4.8,Virginia State,496,6,11606
1094,Halifax,2011,51083,ED,ED Heroin Overdose,0,0,Southside,0,0,Central,0,0,Central,0,0,Central Virginia,0,0,Southside Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,35030
1099,Halifax,2011,51083,ED,ED Opioid Overdose,0,0,Southside,0,0,Central,0,0,Central,0,0,Central Virginia,0,0,Southside Community Services Board,0,0,VSP Division 3,0,0,Virginia State,0,0,35030
1116,Halifax,2011,51083,OD Death,Fatal Prescription Opioid Overdose,NA,2.8,Southside,NA,3.5,Central,66,4.8,Central,66,4.8,Central Virginia,27,3.6,Southside Community Services Board,NA,3.5,VSP Division 3,23,3.6,Virginia State,496,6,35030
1119,Halifax,2011,51083,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Southside,0,0,Central,44,3.2,Central,44,3.2,Central Virginia,5,0.7,Southside Community Services Board,0,0,VSP Division 3,NA,0.5,Virginia State,153,1.9,35030
1123,Hanover,2011,51085,ED,ED Heroin Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Hanover County Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,103218
1132,Hanover,2011,51085,ED,ED Opioid Overdose,0,0,Chickahominy,0,0,Central,0,0,Central,0,0,Richmond,0,0,Hanover County Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,103218
1140,Hanover,2011,51085,OD Death,Fatal Fentanyl and/or Heroin Overdose,5,5,Chickahominy,6,4,Central,44,3.2,Central,44,3.2,Richmond,44,3.5,Hanover County Community Services Board,5,5,VSP Division 1,44,3.3,Virginia State,153,1.9,103218
1148,Hanover,2011,51085,OD Death,Fatal Prescription Opioid Overdose,NA,3,Chickahominy,7,4.7,Central,66,4.8,Central,66,4.8,Richmond,63,5,Hanover County Community Services Board,NA,3,VSP Division 1,69,5.1,Virginia State,496,6,103218
1162,Henrico,2011,51087,ED,ED Heroin Overdose,0,0,Henrico,0,0,Central,0,0,Central,0,0,Richmond,0,0,Henrico Area Mental Health and Developmental Services,0,0,VSP Division 1,0,0,Virginia State,0,0,324073
1165,Henrico,2011,51087,ED,ED Opioid Overdose,0,0,Henrico,0,0,Central,0,0,Central,0,0,Richmond,0,0,Henrico Area Mental Health and Developmental Services,0,0,VSP Division 1,0,0,Virginia State,0,0,324073
1169,Henrico,2011,51087,OD Death,Fatal Prescription Opioid Overdose,16,5.2,Henrico,16,5.2,Central,66,4.8,Central,66,4.8,Richmond,63,5,Henrico Area Mental Health and Developmental Services,19,5.6,VSP Division 1,69,5.1,Virginia State,496,6,324073
1175,Henrico,2011,51087,OD Death,Fatal Fentanyl and/or Heroin Overdose,8,2.6,Henrico,8,2.6,Central,44,3.2,Central,44,3.2,Richmond,44,3.5,Henrico Area Mental Health and Developmental Services,8,2.4,VSP Division 1,44,3.3,Virginia State,153,1.9,324073
1184,Henry,2011,51089,ED,ED Heroin Overdose,0,0,West Piedmont,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,Piedmont Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,51956
1186,Henry,2011,51089,OD Death,Fatal Prescription Opioid Overdose,7,13,West Piedmont,16,11.3,Southwest,163,12,Near Southwest,71,7.2,Roanoke Area,56,7.5,Piedmont Community Services,16,11.3,VSP Division 6,57,7.4,Virginia State,496,6,51956
1190,Henry,2011,51089,ED,ED Opioid Overdose,0,0,West Piedmont,0,0,Southwest,0,0,Near Southwest,0,0,Roanoke Area,0,0,Piedmont Community Services,0,0,VSP Division 6,0,0,Virginia State,0,0,51956
1202,Henry,2011,51089,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,West Piedmont,NA,0.7,Southwest,17,1.3,Near Southwest,13,1.3,Roanoke Area,12,1.6,Piedmont Community Services,NA,0.7,VSP Division 6,12,1.6,Virginia State,153,1.9,51956
1207,Highland,2011,51091,ED,ED Heroin Overdose,0,0,Central Shenandoah,0,0,Northwest,0,0,Northwest,0,0,Roanoke Area,0,0,Valley Community Services Board,0,0,VSP Division 6,0,0,Virginia State,0,0,2213
1213,Highland,2011,51091,ED,ED Opioid Overdose,0,0,Central Shenandoah,0,0,Northwest,0,0,Northwest,0,0,Roanoke Area,0,0,Valley Community Services Board,0,0,VSP Division 6,0,0,Virginia State,0,0,2213
1215,Highland,2011,51091,OD Death,Fatal Prescription Opioid Overdose,0,0,Central Shenandoah,19,6.6,Northwest,85,6.8,Northwest,63,7.4,Roanoke Area,56,7.5,Valley Community Services Board,12,9.9,VSP Division 6,57,7.4,Virginia State,496,6,2213
1227,Highland,2011,51091,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Central Shenandoah,6,2.1,Northwest,23,1.8,Northwest,21,2.5,Roanoke Area,12,1.6,Valley Community Services Board,NA,1.7,VSP Division 6,12,1.6,Virginia State,153,1.9,2213
1236,Isle of Wight,2011,51093,ED,ED Opioid Overdose,0,0,Western Tidewater,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Western Tidewater Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,36090
1242,Isle of Wight,2011,51093,ED,ED Heroin Overdose,0,0,Western Tidewater,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Western Tidewater Community Services Board,0,0,VSP Division 5,0,0,Virginia State,0,0,36090
1251,Isle of Wight,2011,51093,OD Death,Fatal Prescription Opioid Overdose,0,0,Western Tidewater,NA,2,Eastern,89,4.9,Eastern,89,4.9,Tidewater,88,4.9,Western Tidewater Community Services Board,NA,2,VSP Division 5,86,4.8,Virginia State,496,6,36090
1254,Isle of Wight,2011,51093,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Western Tidewater,NA,2,Eastern,46,2.5,Eastern,46,2.5,Tidewater,46,2.6,Western Tidewater Community Services Board,NA,2,VSP Division 5,47,2.6,Virginia State,153,1.9,36090
1264,James City,2011,51095,ED,ED Opioid Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,73028
1267,James City,2011,51095,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,1.5,Peninsula,6,1.8,Eastern,46,2.5,Eastern,46,2.5,Tidewater,46,2.6,Colonial Behavioral Health,NA,1.9,VSP Division 5,47,2.6,Virginia State,153,1.9,73028
1280,James City,2011,51095,OD Death,Fatal Prescription Opioid Overdose,NA,2.9,Peninsula,15,4.4,Eastern,89,4.9,Eastern,89,4.9,Tidewater,88,4.9,Colonial Behavioral Health,7,4.4,VSP Division 5,86,4.8,Virginia State,496,6,73028
1285,James City,2011,51095,ED,ED Heroin Overdose,0,0,Peninsula,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Colonial Behavioral Health,0,0,VSP Division 5,0,0,Virginia State,0,0,73028
1296,King and Queen,2011,51097,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,7,4.9,Eastern,89,4.9,Eastern,89,4.9,Richmond,63,5,Middle Peninsula-Northern Neck Community Services Board,7,4.9,VSP Division 1,69,5.1,Virginia State,496,6,7052
1298,King and Queen,2011,51097,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,7052
1306,King and Queen,2011,51097,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,7052
1311,King and Queen,2011,51097,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,46,2.5,Eastern,46,2.5,Richmond,44,3.5,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,44,3.3,Virginia State,153,1.9,7052
1328,King George,2011,51099,ED,ED Heroin Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,25564
1329,King George,2011,51099,ED,ED Opioid Overdose,0,0,Rappahannock,0,0,Northwest,0,0,Northern,0,0,Culpeper,0,0,Rappahannock Area Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,25564
1330,King George,2011,51099,OD Death,Fatal Prescription Opioid Overdose,NA,4.1,Rappahannock,15,4.5,Northwest,85,6.8,Northern,105,3.9,Culpeper,62,9.6,Rappahannock Area Community Services Board,15,4.5,VSP Division 1,69,5.1,Virginia State,496,6,25564
1341,King George,2011,51099,OD Death,Fatal Fentanyl and/or Heroin Overdose,NA,4.1,Rappahannock,NA,0.6,Northwest,23,1.8,Northern,23,0.9,Culpeper,17,2.6,Rappahannock Area Community Services Board,NA,0.6,VSP Division 1,44,3.3,Virginia State,153,1.9,25564
1352,King William,2011,51101,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,16329
1361,King William,2011,51101,OD Death,Fatal Prescription Opioid Overdose,0,0,Three Rivers,7,4.9,Eastern,89,4.9,Eastern,89,4.9,Richmond,63,5,Middle Peninsula-Northern Neck Community Services Board,7,4.9,VSP Division 1,69,5.1,Virginia State,496,6,16329
1363,King William,2011,51101,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Richmond,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,16329
1372,King William,2011,51101,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,46,2.5,Eastern,46,2.5,Richmond,44,3.5,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,44,3.3,Virginia State,153,1.9,16329
1375,Lancaster,2011,51103,OD Death,Fatal Prescription Opioid Overdose,NA,8.9,Three Rivers,7,4.9,Eastern,89,4.9,Eastern,89,4.9,Tidewater,88,4.9,Middle Peninsula-Northern Neck Community Services Board,7,4.9,VSP Division 1,69,5.1,Virginia State,496,6,10848
1378,Lancaster,2011,51103,ED,ED Heroin Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,10848
1389,Lancaster,2011,51103,ED,ED Opioid Overdose,0,0,Three Rivers,0,0,Eastern,0,0,Eastern,0,0,Tidewater,0,0,Middle Peninsula-Northern Neck Community Services Board,0,0,VSP Division 1,0,0,Virginia State,0,0,10848
1399,Lancaster,2011,51103,OD Death,Fatal Fentanyl and/or Heroin Overdose,0,0,Three Rivers,NA,0.7,Eastern,46,2.5,Eastern,46,2.5,Tidewater,46,2.6,Middle Peninsula-Northern Neck Community Services Board,NA,0.7,VSP Division 1,44,3.3,Virginia State,153,1.9,10848
